DIRECTION,STUDY_DATE,VOLUME
E,06/11/2023 12:15:00 PM,594
W,06/11/2023 12:30:00 PM,577
E,06/11/2023 12:30:00 PM,583
W,06/11/2023 12:45:00 PM,621
E,06/11/2023 12:45:00 PM,614
W,06/11/2023 01:00:00 PM,608
E,06/11/2023 01:00:00 PM,553
W,06/11/2023 01:15:00 PM,630
E,06/11/2023 01:15:00 PM,609
W,06/11/2023 01:30:00 PM,611
E,06/11/2023 01:30:00 PM,598
W,06/11/2023 01:45:00 PM,624
E,06/11/2023 01:45:00 PM,610
W,06/11/2023 02:00:00 PM,581
E,06/11/2023 02:00:00 PM,524
W,06/11/2023 02:15:00 PM,612
E,06/11/2023 02:15:00 PM,639
W,06/11/2023 02:30:00 PM,659
E,06/11/2023 02:30:00 PM,586
W,06/11/2023 02:45:00 PM,634
E,06/11/2023 02:45:00 PM,579
W,06/11/2023 03:00:00 PM,639
E,06/11/2023 03:00:00 PM,519
W,06/11/2023 03:15:00 PM,661
E,06/11/2023 03:15:00 PM,577
W,06/11/2023 03:30:00 PM,675
E,06/11/2023 03:30:00 PM,517
W,06/11/2023 03:45:00 PM,608
E,06/11/2023 03:45:00 PM,528
W,06/11/2023 04:00:00 PM,627
E,06/11/2023 04:00:00 PM,493
W,06/11/2023 04:15:00 PM,677
E,06/11/2023 04:15:00 PM,497
W,06/11/2023 04:30:00 PM,582
E,06/11/2023 04:30:00 PM,491
W,06/11/2023 04:45:00 PM,544
E,06/11/2023 04:45:00 PM,473
W,06/11/2023 05:00:00 PM,548
E,06/11/2023 05:00:00 PM,455
W,06/11/2023 05:15:00 PM,581
E,06/11/2023 05:15:00 PM,488
W,06/11/2023 05:30:00 PM,549
E,06/11/2023 05:30:00 PM,470
W,06/11/2023 05:45:00 PM,550
E,06/11/2023 05:45:00 PM,461
W,06/11/2023 06:00:00 PM,504
E,06/11/2023 06:00:00 PM,395
W,06/11/2023 06:15:00 PM,536
E,06/11/2023 06:15:00 PM,371
W,06/11/2023 06:30:00 PM,401
E,06/11/2023 06:30:00 PM,358
W,06/11/2023 06:45:00 PM,338
E,06/11/2023 06:45:00 PM,384
W,06/11/2023 07:00:00 PM,349
E,06/11/2023 07:00:00 PM,335
W,06/11/2023 07:15:00 PM,356
E,06/11/2023 07:15:00 PM,304
W,06/11/2023 07:30:00 PM,331
E,06/11/2023 07:30:00 PM,304
W,06/11/2023 07:45:00 PM,288
E,06/11/2023 07:45:00 PM,270
W,06/11/2023 08:00:00 PM,310
E,06/11/2023 08:00:00 PM,302
W,06/11/2023 08:15:00 PM,281
E,06/11/2023 08:15:00 PM,239
W,06/11/2023 08:30:00 PM,251
E,06/11/2023 08:30:00 PM,228
W,06/11/2023 08:45:00 PM,272
E,06/11/2023 08:45:00 PM,242
W,06/11/2023 09:00:00 PM,208
E,06/11/2023 09:00:00 PM,229
W,06/11/2023 09:15:00 PM,264
E,06/11/2023 09:15:00 PM,216
W,06/11/2023 09:30:00 PM,189
E,06/11/2023 09:30:00 PM,183
W,06/11/2023 09:45:00 PM,160
E,06/11/2023 09:45:00 PM,184
W,06/11/2023 10:00:00 PM,163
E,06/11/2023 10:00:00 PM,145
W,06/11/2023 10:15:00 PM,136
E,06/11/2023 10:15:00 PM,134
W,06/11/2023 10:30:00 PM,152
E,06/11/2023 10:30:00 PM,136
W,06/11/2023 10:45:00 PM,135
E,06/11/2023 10:45:00 PM,119
W,06/11/2023 11:00:00 PM,119
E,06/11/2023 11:00:00 PM,89
W,06/11/2023 11:15:00 PM,94
E,06/11/2023 11:15:00 PM,101
W,06/11/2023 11:30:00 PM,96
E,06/11/2023 11:30:00 PM,84
W,06/11/2023 11:45:00 PM,77
E,06/11/2023 11:45:00 PM,65
W,06/12/2023 12:00:00 AM,73
E,06/12/2023 12:00:00 AM,57
W,06/12/2023 12:15:00 AM,63
E,06/12/2023 12:15:00 AM,41
W,06/12/2023 12:30:00 AM,46
E,06/12/2023 12:30:00 AM,32
W,06/12/2023 12:45:00 AM,38
E,06/12/2023 12:45:00 AM,35
W,06/12/2023 01:00:00 AM,28
E,06/12/2023 01:00:00 AM,20
W,06/12/2023 01:15:00 AM,27
E,06/12/2023 01:15:00 AM,28
W,06/12/2023 01:30:00 AM,17
E,06/12/2023 01:30:00 AM,23
W,06/12/2023 01:45:00 AM,21
E,06/12/2023 01:45:00 AM,18
W,06/12/2023 02:00:00 AM,18
E,06/12/2023 02:00:00 AM,17
W,06/12/2023 02:15:00 AM,18
E,06/12/2023 02:15:00 AM,12
W,06/12/2023 02:30:00 AM,15
E,06/12/2023 02:30:00 AM,25
W,06/12/2023 02:45:00 AM,13
E,06/12/2023 02:45:00 AM,18
W,06/12/2023 03:00:00 AM,14
E,06/12/2023 03:00:00 AM,21
W,06/12/2023 03:15:00 AM,19
E,06/12/2023 03:15:00 AM,23
W,06/12/2023 03:30:00 AM,19
E,06/12/2023 03:30:00 AM,30
W,06/12/2023 03:45:00 AM,17
E,06/12/2023 03:45:00 AM,21
W,06/12/2023 04:00:00 AM,22
E,06/12/2023 04:00:00 AM,28
W,06/12/2023 04:15:00 AM,23
E,06/12/2023 04:15:00 AM,39
W,06/12/2023 04:30:00 AM,19
E,06/12/2023 04:30:00 AM,74
W,06/12/2023 04:45:00 AM,31
E,06/12/2023 04:45:00 AM,58
W,06/12/2023 05:00:00 AM,50
E,06/12/2023 05:00:00 AM,90
W,06/12/2023 05:15:00 AM,59
E,06/12/2023 05:15:00 AM,129
W,06/12/2023 05:30:00 AM,90
E,06/12/2023 05:30:00 AM,235
W,06/12/2023 05:45:00 AM,115
E,06/12/2023 05:45:00 AM,236
W,06/12/2023 06:00:00 AM,132
E,06/12/2023 06:00:00 AM,300
W,06/12/2023 06:15:00 AM,225
E,06/12/2023 06:15:00 AM,425
W,06/12/2023 06:30:00 AM,271
E,06/12/2023 06:30:00 AM,733
W,06/12/2023 06:45:00 AM,338
E,06/12/2023 06:45:00 AM,684
W,06/12/2023 07:00:00 AM,286
E,06/12/2023 07:00:00 AM,768
W,06/12/2023 07:15:00 AM,353
E,06/12/2023 07:15:00 AM,925
W,06/12/2023 07:30:00 AM,441
E,06/12/2023 07:30:00 AM,847
W,06/12/2023 07:45:00 AM,482
E,06/12/2023 07:45:00 AM,735
W,06/12/2023 08:00:00 AM,526
E,06/12/2023 08:00:00 AM,648
W,06/12/2023 08:15:00 AM,568
E,06/12/2023 08:15:00 AM,761
W,06/12/2023 08:30:00 AM,537
E,06/12/2023 08:30:00 AM,772
W,06/12/2023 08:45:00 AM,624
E,06/12/2023 08:45:00 AM,714
W,06/12/2023 09:00:00 AM,576
E,06/12/2023 09:00:00 AM,549
W,06/12/2023 09:15:00 AM,545
E,06/12/2023 09:15:00 AM,526
W,06/12/2023 09:30:00 AM,502
E,06/12/2023 09:30:00 AM,572
W,06/12/2023 09:45:00 AM,519
E,06/12/2023 09:45:00 AM,612
W,06/12/2023 10:00:00 AM,459
E,06/12/2023 10:00:00 AM,478
W,06/12/2023 10:15:00 AM,467
E,06/12/2023 10:15:00 AM,540
W,06/12/2023 10:30:00 AM,475
E,06/12/2023 10:30:00 AM,593
W,06/12/2023 10:45:00 AM,560
E,06/12/2023 10:45:00 AM,587
W,06/12/2023 11:00:00 AM,532
E,06/12/2023 11:00:00 AM,526
W,06/12/2023 11:15:00 AM,592
E,06/12/2023 11:15:00 AM,538
W,06/12/2023 11:30:00 AM,595
E,06/12/2023 11:30:00 AM,562
W,06/12/2023 11:45:00 AM,604
E,06/12/2023 11:45:00 AM,600
W,06/12/2023 12:00:00 PM,640
E,06/12/2023 12:00:00 PM,567
W,06/12/2023 12:15:00 PM,637
E,06/12/2023 12:15:00 PM,550
W,06/12/2023 12:30:00 PM,606
E,06/12/2023 12:30:00 PM,573
W,06/12/2023 12:45:00 PM,648
E,06/12/2023 12:45:00 PM,566
W,06/12/2023 01:00:00 PM,602
E,06/12/2023 01:00:00 PM,566
W,06/12/2023 01:15:00 PM,635
E,06/12/2023 01:15:00 PM,539
W,06/12/2023 01:30:00 PM,630
E,06/12/2023 01:30:00 PM,548
W,06/12/2023 01:45:00 PM,637
E,06/12/2023 01:45:00 PM,543
W,06/12/2023 02:00:00 PM,629
E,06/12/2023 02:00:00 PM,520
W,06/12/2023 02:15:00 PM,727
E,06/12/2023 02:15:00 PM,553
W,06/12/2023 02:30:00 PM,743
E,06/12/2023 02:30:00 PM,554
W,06/12/2023 02:45:00 PM,802
E,06/12/2023 02:45:00 PM,556
W,06/12/2023 03:00:00 PM,920
E,06/12/2023 03:00:00 PM,592
W,06/12/2023 03:15:00 PM,1075
E,06/12/2023 03:15:00 PM,618
W,06/12/2023 03:30:00 PM,1140
E,06/12/2023 03:30:00 PM,629
W,06/12/2023 03:45:00 PM,1162
E,06/12/2023 03:45:00 PM,624
W,06/12/2023 04:00:00 PM,1076
E,06/12/2023 04:00:00 PM,555
W,06/12/2023 04:15:00 PM,1251
E,06/12/2023 04:15:00 PM,560
W,06/12/2023 04:30:00 PM,1244
E,06/12/2023 04:30:00 PM,567
W,06/12/2023 04:45:00 PM,1283
E,06/12/2023 04:45:00 PM,519
W,06/12/2023 05:00:00 PM,1252
E,06/12/2023 05:00:00 PM,552
W,06/12/2023 05:15:00 PM,1181
E,06/12/2023 05:15:00 PM,551
W,06/12/2023 05:30:00 PM,1078
E,06/12/2023 05:30:00 PM,536
W,06/12/2023 05:45:00 PM,957
E,06/12/2023 05:45:00 PM,548
W,06/12/2023 06:00:00 PM,769
E,06/12/2023 06:00:00 PM,525
W,06/12/2023 06:15:00 PM,778
E,06/12/2023 06:15:00 PM,562
W,06/12/2023 06:30:00 PM,631
E,06/12/2023 06:30:00 PM,554
W,06/12/2023 06:45:00 PM,660
E,06/12/2023 06:45:00 PM,506
W,06/12/2023 07:00:00 PM,595
E,06/12/2023 07:00:00 PM,431
W,06/12/2023 07:15:00 PM,677
E,06/12/2023 07:15:00 PM,471
W,06/12/2023 07:30:00 PM,556
E,06/12/2023 07:30:00 PM,442
W,06/12/2023 07:45:00 PM,543
E,06/12/2023 07:45:00 PM,380
W,06/12/2023 08:00:00 PM,507
E,06/12/2023 08:00:00 PM,367
W,06/12/2023 08:15:00 PM,510
E,06/12/2023 08:15:00 PM,318
W,06/12/2023 08:30:00 PM,404
E,06/12/2023 08:30:00 PM,314
W,06/12/2023 08:45:00 PM,434
E,06/12/2023 08:45:00 PM,294
W,06/12/2023 09:00:00 PM,408
E,06/12/2023 09:00:00 PM,256
W,06/12/2023 09:15:00 PM,382
E,06/12/2023 09:15:00 PM,251
W,06/12/2023 09:30:00 PM,312
E,06/12/2023 09:30:00 PM,228
W,06/12/2023 09:45:00 PM,242
E,06/12/2023 09:45:00 PM,185
W,06/12/2023 10:00:00 PM,200
E,06/12/2023 10:00:00 PM,207
W,06/12/2023 10:15:00 PM,221
E,06/12/2023 10:15:00 PM,226
W,06/12/2023 10:30:00 PM,169
E,06/12/2023 10:30:00 PM,221
W,06/12/2023 10:45:00 PM,176
E,06/12/2023 10:45:00 PM,178
W,06/12/2023 11:00:00 PM,168
E,06/12/2023 11:00:00 PM,242
W,06/12/2023 11:15:00 PM,156
E,06/12/2023 11:15:00 PM,330
W,06/12/2023 11:30:00 PM,106
E,06/12/2023 11:30:00 PM,114
W,06/12/2023 11:45:00 PM,77
E,06/12/2023 11:45:00 PM,87
W,06/13/2023 12:00:00 AM,77
E,06/13/2023 12:00:00 AM,48
W,06/13/2023 12:15:00 AM,59
E,06/13/2023 12:15:00 AM,45
W,06/13/2023 12:30:00 AM,47
E,06/13/2023 12:30:00 AM,56
W,06/13/2023 12:45:00 AM,48
E,06/13/2023 12:45:00 AM,36
W,06/13/2023 01:00:00 AM,30
E,06/13/2023 01:00:00 AM,31
W,06/13/2023 01:15:00 AM,32
E,06/13/2023 01:15:00 AM,32
W,06/13/2023 01:30:00 AM,21
E,06/13/2023 01:30:00 AM,22
W,06/13/2023 01:45:00 AM,23
E,06/13/2023 01:45:00 AM,22
W,06/13/2023 02:00:00 AM,25
E,06/13/2023 02:00:00 AM,12
W,06/13/2023 02:15:00 AM,22
E,06/13/2023 02:15:00 AM,22
W,06/13/2023 02:30:00 AM,17
E,06/13/2023 02:30:00 AM,20
W,06/13/2023 02:45:00 AM,16
E,06/13/2023 02:45:00 AM,16
W,06/13/2023 03:00:00 AM,31
E,06/13/2023 03:00:00 AM,18
W,06/13/2023 03:15:00 AM,20
E,06/13/2023 03:15:00 AM,29
W,06/13/2023 03:30:00 AM,20
E,06/13/2023 03:30:00 AM,23
W,06/13/2023 03:45:00 AM,24
E,06/13/2023 03:45:00 AM,25
W,06/13/2023 04:00:00 AM,24
E,06/13/2023 04:00:00 AM,36
W,06/13/2023 04:15:00 AM,31
E,06/13/2023 04:15:00 AM,40
W,06/13/2023 04:30:00 AM,27
E,06/13/2023 04:30:00 AM,73
W,06/13/2023 04:45:00 AM,30
E,06/13/2023 04:45:00 AM,80
W,06/13/2023 05:00:00 AM,35
E,06/13/2023 05:00:00 AM,90
W,06/13/2023 05:15:00 AM,62
E,06/13/2023 05:15:00 AM,148
W,06/13/2023 05:30:00 AM,89
E,06/13/2023 05:30:00 AM,255
W,06/13/2023 05:45:00 AM,119
E,06/13/2023 05:45:00 AM,273
W,06/13/2023 06:00:00 AM,147
E,06/13/2023 06:00:00 AM,321
W,06/13/2023 06:15:00 AM,247
E,06/13/2023 06:15:00 AM,527
W,06/13/2023 06:30:00 AM,300
E,06/13/2023 06:30:00 AM,778
W,06/13/2023 06:45:00 AM,372
E,06/13/2023 06:45:00 AM,751
W,06/13/2023 07:00:00 AM,310
E,06/13/2023 07:00:00 AM,788
W,06/13/2023 07:15:00 AM,360
E,06/13/2023 07:15:00 AM,941
W,06/13/2023 07:30:00 AM,434
E,06/13/2023 07:30:00 AM,782
W,06/13/2023 07:45:00 AM,524
E,06/13/2023 07:45:00 AM,712
W,06/13/2023 08:00:00 AM,535
E,06/13/2023 08:00:00 AM,669
W,06/13/2023 08:15:00 AM,605
E,06/13/2023 08:15:00 AM,683
W,06/13/2023 08:30:00 AM,590
E,06/13/2023 08:30:00 AM,733
W,06/13/2023 08:45:00 AM,583
E,06/13/2023 08:45:00 AM,648
W,06/13/2023 09:00:00 AM,597
E,06/13/2023 09:00:00 AM,626
W,06/13/2023 09:15:00 AM,519
E,06/13/2023 09:15:00 AM,622
W,06/13/2023 09:30:00 AM,452
E,06/13/2023 09:30:00 AM,599
W,06/13/2023 09:45:00 AM,510
E,06/13/2023 09:45:00 AM,621
W,06/13/2023 10:00:00 AM,505
E,06/13/2023 10:00:00 AM,580
W,06/13/2023 10:15:00 AM,467
E,06/13/2023 10:15:00 AM,547
W,06/13/2023 10:30:00 AM,527
E,06/13/2023 10:30:00 AM,613
W,06/13/2023 10:45:00 AM,526
E,06/13/2023 10:45:00 AM,596
W,06/13/2023 11:00:00 AM,525
E,06/13/2023 11:00:00 AM,522
W,06/13/2023 11:15:00 AM,582
E,06/13/2023 11:15:00 AM,569
W,06/13/2023 11:30:00 AM,573
E,06/13/2023 11:30:00 AM,580
W,06/13/2023 11:45:00 AM,629
E,06/13/2023 11:45:00 AM,609
W,06/13/2023 12:00:00 PM,575
E,06/13/2023 12:00:00 PM,507
W,06/13/2023 12:15:00 PM,679
E,06/13/2023 12:15:00 PM,536
W,06/13/2023 12:30:00 PM,671
E,06/13/2023 12:30:00 PM,582
W,06/13/2023 12:45:00 PM,606
E,06/13/2023 12:45:00 PM,607
W,06/13/2023 01:00:00 PM,621
E,06/13/2023 01:00:00 PM,589
W,06/13/2023 01:15:00 PM,616
E,06/13/2023 01:15:00 PM,565
W,06/13/2023 01:30:00 PM,714
E,06/13/2023 01:30:00 PM,568
W,06/13/2023 01:45:00 PM,657
E,06/13/2023 01:45:00 PM,558
W,06/13/2023 02:00:00 PM,698
E,06/13/2023 02:00:00 PM,540
W,06/13/2023 02:15:00 PM,766
E,06/13/2023 02:15:00 PM,581
W,06/13/2023 02:30:00 PM,743
E,06/13/2023 02:30:00 PM,604
W,06/13/2023 02:45:00 PM,825
E,06/13/2023 02:45:00 PM,594
W,06/13/2023 03:00:00 PM,1007
E,06/13/2023 03:00:00 PM,584
W,06/13/2023 03:15:00 PM,1023
E,06/13/2023 03:15:00 PM,588
W,06/13/2023 03:30:00 PM,1136
E,06/13/2023 03:30:00 PM,600
W,06/13/2023 03:45:00 PM,1259
E,06/13/2023 03:45:00 PM,594
W,06/13/2023 04:00:00 PM,1286
E,06/13/2023 04:00:00 PM,588
W,06/13/2023 04:15:00 PM,1250
E,06/13/2023 04:15:00 PM,581
W,06/13/2023 04:30:00 PM,1373
E,06/13/2023 04:30:00 PM,544
W,06/13/2023 04:45:00 PM,1326
E,06/13/2023 04:45:00 PM,594
W,06/13/2023 05:00:00 PM,1310
E,06/13/2023 05:00:00 PM,523
W,06/13/2023 05:15:00 PM,1191
E,06/13/2023 05:15:00 PM,590
W,06/13/2023 05:30:00 PM,1221
E,06/13/2023 05:30:00 PM,589
W,06/13/2023 05:45:00 PM,1118
E,06/13/2023 05:45:00 PM,557
W,06/13/2023 06:00:00 PM,977
E,06/13/2023 06:00:00 PM,615
W,06/13/2023 06:15:00 PM,882
E,06/13/2023 06:15:00 PM,615
W,06/13/2023 06:30:00 PM,759
E,06/13/2023 06:30:00 PM,625
W,06/13/2023 06:45:00 PM,628
E,06/13/2023 06:45:00 PM,559
W,06/13/2023 07:00:00 PM,613
E,06/13/2023 07:00:00 PM,461
W,06/13/2023 07:15:00 PM,604
E,06/13/2023 07:15:00 PM,410
W,06/13/2023 07:30:00 PM,521
E,06/13/2023 07:30:00 PM,353
W,06/13/2023 07:45:00 PM,483
E,06/13/2023 07:45:00 PM,356
W,06/13/2023 08:00:00 PM,496
E,06/13/2023 08:00:00 PM,323
W,06/13/2023 08:15:00 PM,516
E,06/13/2023 08:15:00 PM,321
W,06/13/2023 08:30:00 PM,405
E,06/13/2023 08:30:00 PM,340
W,06/13/2023 08:45:00 PM,441
E,06/13/2023 08:45:00 PM,312
W,06/13/2023 09:00:00 PM,455
E,06/13/2023 09:00:00 PM,316
W,06/13/2023 09:15:00 PM,433
E,06/13/2023 09:15:00 PM,301
W,06/13/2023 09:30:00 PM,339
E,06/13/2023 09:30:00 PM,245
W,06/13/2023 09:45:00 PM,294
E,06/13/2023 09:45:00 PM,234
W,06/13/2023 10:00:00 PM,235
E,06/13/2023 10:00:00 PM,225
W,06/13/2023 10:15:00 PM,246
E,06/13/2023 10:15:00 PM,190
W,06/13/2023 10:30:00 PM,187
E,06/13/2023 10:30:00 PM,157
W,06/13/2023 10:45:00 PM,204
E,06/13/2023 10:45:00 PM,221
W,06/13/2023 11:00:00 PM,212
E,06/13/2023 11:00:00 PM,315
W,06/13/2023 11:15:00 PM,175
E,06/13/2023 11:15:00 PM,244
W,06/13/2023 11:30:00 PM,132
E,06/13/2023 11:30:00 PM,190
W,06/13/2023 11:45:00 PM,93
E,06/13/2023 11:45:00 PM,124
W,06/14/2023 12:00:00 AM,62
E,06/14/2023 12:00:00 AM,76
W,06/14/2023 12:15:00 AM,85
E,06/14/2023 12:15:00 AM,77
W,06/14/2023 12:30:00 AM,55
E,06/14/2023 12:30:00 AM,56
W,06/14/2023 12:45:00 AM,40
E,06/14/2023 12:45:00 AM,47
W,06/14/2023 01:00:00 AM,32
E,06/14/2023 01:00:00 AM,26
W,06/14/2023 01:15:00 AM,32
E,06/14/2023 01:15:00 AM,29
W,06/14/2023 01:30:00 AM,25
E,06/14/2023 01:30:00 AM,29
W,06/14/2023 01:45:00 AM,26
E,06/14/2023 01:45:00 AM,24
W,06/14/2023 02:00:00 AM,20
E,06/14/2023 02:00:00 AM,26
W,06/14/2023 02:15:00 AM,23
E,06/14/2023 02:15:00 AM,9
W,06/14/2023 02:30:00 AM,22
E,06/14/2023 02:30:00 AM,20
W,06/14/2023 02:45:00 AM,23
E,06/14/2023 02:45:00 AM,20
W,06/14/2023 03:00:00 AM,18
E,06/14/2023 03:00:00 AM,19
W,06/14/2023 03:15:00 AM,23
E,06/14/2023 03:15:00 AM,29
W,06/14/2023 03:30:00 AM,17
E,06/14/2023 03:30:00 AM,21
W,06/14/2023 03:45:00 AM,21
E,06/14/2023 03:45:00 AM,34
W,06/14/2023 04:00:00 AM,23
E,06/14/2023 04:00:00 AM,38
W,06/14/2023 04:15:00 AM,18
E,06/14/2023 04:15:00 AM,40
W,06/14/2023 04:30:00 AM,40
E,06/14/2023 04:30:00 AM,63
W,06/14/2023 04:45:00 AM,32
E,06/14/2023 04:45:00 AM,62
W,06/14/2023 05:00:00 AM,41
E,06/14/2023 05:00:00 AM,102
W,06/14/2023 05:15:00 AM,58
E,06/14/2023 05:15:00 AM,138
W,06/14/2023 05:30:00 AM,76
E,06/14/2023 05:30:00 AM,250
W,06/14/2023 05:45:00 AM,121
E,06/14/2023 05:45:00 AM,249
W,06/14/2023 06:00:00 AM,135
E,06/14/2023 06:00:00 AM,274
W,06/14/2023 06:15:00 AM,182
E,06/14/2023 06:15:00 AM,494
W,06/14/2023 06:30:00 AM,238
E,06/14/2023 06:30:00 AM,696
W,06/14/2023 06:45:00 AM,277
E,06/14/2023 06:45:00 AM,735
W,06/14/2023 07:00:00 AM,279
E,06/14/2023 07:00:00 AM,780
W,06/14/2023 07:15:00 AM,300
E,06/14/2023 07:15:00 AM,891
W,06/14/2023 07:30:00 AM,381
E,06/14/2023 07:30:00 AM,725
W,06/14/2023 07:45:00 AM,455
E,06/14/2023 07:45:00 AM,563
W,06/14/2023 08:00:00 AM,455
E,06/14/2023 08:00:00 AM,632
W,06/14/2023 08:15:00 AM,477
E,06/14/2023 08:15:00 AM,583
W,06/14/2023 08:30:00 AM,579
E,06/14/2023 08:30:00 AM,604
W,06/14/2023 08:45:00 AM,549
E,06/14/2023 08:45:00 AM,635
W,06/14/2023 09:00:00 AM,521
E,06/14/2023 09:00:00 AM,608
W,06/14/2023 09:15:00 AM,475
E,06/14/2023 09:15:00 AM,615
W,06/14/2023 09:30:00 AM,451
E,06/14/2023 09:30:00 AM,604
W,06/14/2023 09:45:00 AM,499
E,06/14/2023 09:45:00 AM,576
W,06/14/2023 10:00:00 AM,455
E,06/14/2023 10:00:00 AM,587
W,06/14/2023 10:15:00 AM,464
E,06/14/2023 10:15:00 AM,535
W,06/14/2023 10:30:00 AM,457
E,06/14/2023 10:30:00 AM,559
W,06/14/2023 10:45:00 AM,455
E,06/14/2023 10:45:00 AM,594
W,06/14/2023 11:00:00 AM,525
E,06/14/2023 11:00:00 AM,518
W,06/14/2023 11:15:00 AM,541
E,06/14/2023 11:15:00 AM,601
W,06/14/2023 11:30:00 AM,554
E,06/14/2023 11:30:00 AM,593
W,06/14/2023 11:45:00 AM,599
E,06/14/2023 11:45:00 AM,601
W,06/14/2023 12:00:00 PM,566
E,06/14/2023 12:00:00 PM,561
W,06/14/2023 12:15:00 PM,609
E,06/14/2023 12:15:00 PM,591
W,06/14/2023 12:30:00 PM,572
E,06/14/2023 12:30:00 PM,614
W,06/14/2023 12:45:00 PM,618
E,06/14/2023 12:45:00 PM,573
W,06/14/2023 01:00:00 PM,560
E,06/14/2023 01:00:00 PM,541
W,06/14/2023 01:15:00 PM,633
E,06/14/2023 01:15:00 PM,536
W,06/14/2023 01:30:00 PM,594
E,06/14/2023 01:30:00 PM,532
W,06/14/2023 01:45:00 PM,681
E,06/14/2023 01:45:00 PM,532
W,06/14/2023 02:00:00 PM,647
E,06/14/2023 02:00:00 PM,511
W,06/14/2023 02:15:00 PM,734
E,06/14/2023 02:15:00 PM,557
W,06/14/2023 02:30:00 PM,747
E,06/14/2023 02:30:00 PM,589
W,06/14/2023 02:45:00 PM,840
E,06/14/2023 02:45:00 PM,571
W,06/14/2023 03:00:00 PM,953
E,06/14/2023 03:00:00 PM,559
W,06/14/2023 03:15:00 PM,1096
E,06/14/2023 03:15:00 PM,658
W,06/14/2023 03:30:00 PM,1195
E,06/14/2023 03:30:00 PM,586
W,06/14/2023 03:45:00 PM,1271
E,06/14/2023 03:45:00 PM,596
W,06/14/2023 04:00:00 PM,1190
E,06/14/2023 04:00:00 PM,600
W,06/14/2023 04:15:00 PM,1244
E,06/14/2023 04:15:00 PM,576
W,06/14/2023 04:30:00 PM,1353
E,06/14/2023 04:30:00 PM,584
W,06/14/2023 04:45:00 PM,1301
E,06/14/2023 04:45:00 PM,553
W,06/14/2023 05:00:00 PM,1280
E,06/14/2023 05:00:00 PM,508
W,06/14/2023 05:15:00 PM,1182
E,06/14/2023 05:15:00 PM,523
W,06/14/2023 05:30:00 PM,1142
E,06/14/2023 05:30:00 PM,547
W,06/14/2023 05:45:00 PM,1034
E,06/14/2023 05:45:00 PM,594
W,06/14/2023 06:00:00 PM,870
E,06/14/2023 06:00:00 PM,521
W,06/14/2023 06:15:00 PM,818
E,06/14/2023 06:15:00 PM,532
W,06/14/2023 06:30:00 PM,671
E,06/14/2023 06:30:00 PM,497
W,06/14/2023 06:45:00 PM,605
E,06/14/2023 06:45:00 PM,467
W,06/14/2023 07:00:00 PM,509
E,06/14/2023 07:00:00 PM,453
W,06/14/2023 07:15:00 PM,534
E,06/14/2023 07:15:00 PM,405
W,06/14/2023 07:30:00 PM,480
E,06/14/2023 07:30:00 PM,336
W,06/14/2023 07:45:00 PM,520
E,06/14/2023 07:45:00 PM,309
W,06/14/2023 08:00:00 PM,472
E,06/14/2023 08:00:00 PM,315
W,06/14/2023 08:15:00 PM,517
E,06/14/2023 08:15:00 PM,296
W,06/14/2023 08:30:00 PM,388
E,06/14/2023 08:30:00 PM,262
W,06/14/2023 08:45:00 PM,464
E,06/14/2023 08:45:00 PM,284
W,06/14/2023 09:00:00 PM,378
E,06/14/2023 09:00:00 PM,255
W,06/14/2023 09:15:00 PM,423
E,06/14/2023 09:15:00 PM,230
W,06/14/2023 09:30:00 PM,347
E,06/14/2023 09:30:00 PM,208
W,06/14/2023 09:45:00 PM,265
E,06/14/2023 09:45:00 PM,187
W,06/14/2023 10:00:00 PM,239
E,06/14/2023 10:00:00 PM,160
W,06/14/2023 10:15:00 PM,242
E,06/14/2023 10:15:00 PM,152
W,06/14/2023 10:30:00 PM,173
E,06/14/2023 10:30:00 PM,126
W,06/14/2023 10:45:00 PM,153
E,06/14/2023 10:45:00 PM,98
W,06/14/2023 11:00:00 PM,133
E,06/14/2023 11:00:00 PM,94
W,06/14/2023 11:15:00 PM,140
E,06/14/2023 11:15:00 PM,76
W,06/14/2023 11:30:00 PM,108
E,06/14/2023 11:30:00 PM,78
W,06/14/2023 11:45:00 PM,81
E,06/14/2023 11:45:00 PM,57
W,06/15/2023 12:00:00 AM,81
E,06/15/2023 12:00:00 AM,50
W,06/15/2023 12:15:00 AM,62
E,06/15/2023 12:15:00 AM,42
W,06/15/2023 12:30:00 AM,56
E,06/15/2023 12:30:00 AM,95
W,06/15/2023 12:45:00 AM,48
E,06/15/2023 12:45:00 AM,45
W,06/15/2023 01:00:00 AM,37
E,06/15/2023 01:00:00 AM,34
W,06/15/2023 01:15:00 AM,39
E,06/15/2023 01:15:00 AM,26
W,06/15/2023 01:30:00 AM,22
E,06/15/2023 01:30:00 AM,36
W,06/15/2023 01:45:00 AM,37
E,06/15/2023 01:45:00 AM,34
W,06/15/2023 02:00:00 AM,26
E,06/15/2023 02:00:00 AM,27
W,06/15/2023 02:15:00 AM,20
E,06/15/2023 02:15:00 AM,25
W,06/15/2023 02:30:00 AM,18
E,06/15/2023 02:30:00 AM,25
W,06/15/2023 02:45:00 AM,25
E,06/15/2023 02:45:00 AM,15
W,06/15/2023 03:00:00 AM,12
E,06/15/2023 03:00:00 AM,26
W,06/15/2023 03:15:00 AM,32
E,06/15/2023 03:15:00 AM,22
